,Node,Time,Value
570,CASC,67,-0.00027752775277527757
571,CASC,68,-0.00027752775277527757
572,CASC,69,-0.00027752775277527757
573,CASC,70,-0.00027752775277527757
574,CASC,71,-0.00027752775277527757
575,CASC,72,-0.00027752775277527757
576,BEBE,73,-0.00021118135301030107
577,BEBE,74,-0.00021116503900390043
578,BEBE,75,-0.00021128114273927397
579,BEBE,76,-0.0002111424921867187
580,BEBE,77,-0.00021120912891289134
581,BEBE,78,-0.0002110973777377738
582,BEBE,79,-0.00021101372393489353
583,BEBE,80,-0.00021115291104110414
584,BEBE,81,0.0
585,BEBE,82,0.0
586,BEBE,83,0.0
587,BEBE,84,0.0
588,BEBE,85,0.0
589,BEBE,86,0.0
590,BEBE,87,0.0
591,BEBE,88,0.0
592,BEBE,89,0.0
593,BEBE,90,6.648286941194121e-05
594,BEBE,91,-0.0002110654828607861
595,BEBE,92,-0.00021097974297429746
596,BEBE,93,-0.0002112324643714372
597,BEBE,94,-0.00021112368505600565
598,BEBE,95,-0.00021117774052405245
599,BEBE,96,-0.00021111556505650568
600,CORN1,73,-0.00027752775277527757
601,CORN1,74,-0.00027752775277527757
602,CORN1,75,-0.00027752775277527757
603,CORN1,76,-0.00027752775277527757
604,CORN1,77,-0.00027752775277527757
605,CORN1,78,-0.00027752775277527757
606,CORN1,79,-0.00027752775277527757
607,CORN1,80,-0.00027752775277527757
608,CORN1,81,0.0
609,CORN1,82,0.0
610,CORN1,83,0.0
611,CORN1,84,0.0
612,CORN1,85,0.0
613,CORN1,86,0.0
614,CORN1,87,0.0
615,CORN1,88,0.0
616,CORN1,89,0.0
617,CORN1,90,0.0
618,CORN1,91,-0.00027752775277527757
619,CORN1,92,-0.00027752775277527757
620,CORN1,93,-0.00027752775277527757
621,CORN1,94,-0.00027752775277527757
622,CORN1,95,-0.00027752775277527757
623,CORN1,96,-0.00027752775277527757
624,CORN2,73,0.0
625,CORN2,74,0.0
626,CORN2,75,0.0
627,CORN2,76,0.0
628,CORN2,77,0.0
629,CORN2,78,0.0
630,CORN2,79,0.0
631,CORN2,80,0.0
632,CORN2,81,0.0
633,CORN2,82,0.0
634,CORN2,83,0.0
635,CORN2,84,0.0
636,CORN2,85,0.0
637,CORN2,86,0.0
638,CORN2,87,0.0
639,CORN2,88,0.0
640,CORN2,89,0.0
641,CORN2,90,0.0
642,CORN2,91,0.0
643,CORN2,92,0.0
644,CORN2,93,0.0
645,CORN2,94,0.0
646,CORN2,95,0.0
647,CORN2,96,0.0
648,MUSG,73,-0.00027752775277527757
649,MUSG,74,-0.00027752775277527757
650,MUSG,75,-0.00027752775277527757
651,MUSG,76,-0.00027752775277527757
652,MUSG,77,-0.00027752775277527757
653,MUSG,78,-0.00027752775277527757
654,MUSG,79,-0.00027752775277527757
655,MUSG,80,-0.00027752775277527757
656,MUSG,81,0.0011520914031403142
657,MUSG,82,0.001176257404740474
658,MUSG,83,0.0012280737923792378
659,MUSG,84,0.0012969842294229422
660,MUSG,85,0.001392484484448445
661,MUSG,86,0.001446778215821582
662,MUSG,87,0.00148194599759976
663,MUSG,88,0.0
664,MUSG,89,0.0
665,MUSG,90,0.0
666,MUSG,91,-0.00027752775277527757
667,MUSG,92,-0.00027752775277527757
668,MUSG,93,-0.00027752775277527757
669,MUSG,94,-0.00027752775277527757
670,MUSG,95,-0.00027752775277527757
671,MUSG,96,-0.00027752775277527757
672,SNRD,73,-0.00027752775277527757
673,SNRD,74,-0.00027752775277527757
674,SNRD,75,-0.00027752775277527757
675,SNRD,76,-0.00027752775277527757
676,SNRD,77,-0.00027752775277527757
677,SNRD,78,-0.00027752775277527757
678,SNRD,79,-0.00027752775277527757
679,SNRD,80,-0.00027752775277527757
680,SNRD,81,0.0
681,SNRD,82,0.0
682,SNRD,83,0.0
683,SNRD,84,0.0
684,SNRD,85,0.0
685,SNRD,86,0.0
686,SNRD,87,0.0
687,SNRD,88,0.0
688,SNRD,89,0.0
689,SNRD,90,0.0
690,SNRD,91,-0.00027752775277527757
691,SNRD,92,-0.00027752775277527757
692,SNRD,93,-0.00027752775277527757
693,SNRD,94,-0.00027752775277527757
694,SNRD,95,-0.00027752775277527757
695,SNRD,96,-0.00027752775277527757
696,HARF,73,-0.00027752775277527757
697,HARF,74,-0.00027752775277527757
698,HARF,75,-0.00027752775277527757
